image_name,crack_1,crack_2,crack_3
06192.JPG,lat,none,none
06193.JPG,none,none,none
06194.JPG,none,none,none
06195.JPG,none,none,none
06196.JPG,croc,long,long
06197.JPG,none,none,none
06198.JPG,none,croc,croc
06199.JPG,none,none,none
06200.JPG,none,none,none
06201.JPG,none,none,none
06202.JPG,none,none,none
06203.JPG,none,none,croc
06204.JPG,none,none,none
06205.JPG,none,none,lat
06206.JPG,none,none,none
06207.JPG,none,none,none
06208.JPG,none,none,none
06209.JPG,none,none,none
06210.JPG,none,none,none
06211.JPG,none,none,none
06212.JPG,none,none,none
06213.JPG,none,none,none
06214.JPG,long,long,none
06215.JPG,croc,croc,croc
06216.JPG,long,long,long
06217.JPG,none,none,none
06218.JPG,croc,croc,croc
06219.JPG,croc,croc,none
06220.JPG,none,none,none
06221.JPG,none,none,none
06222.JPG,none,none,none
06223.JPG,none,none,none
06224.JPG,none,none,none
06225.JPG,lat,none,none
06226.JPG,croc,croc,croc
06227.JPG,none,none,none
06228.JPG,none,none,none
06229.JPG,none,none,none
06230.JPG,none,none,none
06231.JPG,none,none,none
06232.JPG,none,none,none
06233.JPG,none,none,croc
06234.JPG,none,none,none
06235.JPG,none,none,none
06236.JPG,none,none,none
06237.JPG,none,none,none
06238.JPG,none,none,none
06239.JPG,none,none,none
06240.JPG,none,croc,croc
06241.JPG,none,none,none
06242.JPG,long,croc,croc
06243.JPG,none,none,none
06244.JPG,none,none,none
06245.JPG,long,long,long
06246.JPG,none,none,none
06247.JPG,none,none,none
06248.JPG,none,none,none
06249.JPG,none,none,none
06250.JPG,none,none,none
06251.JPG,none,none,none
06252.JPG,none,none,none
06253.JPG,none,none,none
06254.JPG,none,none,none
06255.JPG,none,none,none
06256.JPG,none,none,none
06257.JPG,none,none,none
06258.JPG,none,none,none
06259.JPG,none,none,none
06260.JPG,none,none,none
06261.JPG,none,none,none
06262.JPG,none,none,none
06263.JPG,croc,none,none
06264.JPG,diag,long,long
06265.JPG,none,none,none
06266.JPG,none,none,none
06267.JPG,none,none,none
06268.JPG,none,none,none
06269.JPG,none,none,none
06270.JPG,none,none,long
06271.JPG,none,none,none
06272.JPG,none,none,none
06273.JPG,none,none,none
06274.JPG,croc,croc,croc
06275.JPG,none,none,none
06276.JPG,none,none,none
06277.JPG,none,none,none
06278.JPG,none,none,none
06279.JPG,none,none,none
06280.JPG,none,none,none
06281.JPG,none,none,none
06282.JPG,long,long,long
06283.JPG,none,none,none
06284.JPG,none,none,none
06285.JPG,none,none,none
06286.JPG,none,none,none
06287.JPG,none,none,none
06288.JPG,none,none,none
06289.JPG,none,long,long
06290.JPG,none,none,none
06291.JPG,none,none,none
06292.JPG,none,none,none
06293.JPG,none,long,long
06294.JPG,none,none,none
06295.JPG,none,none,none
06296.JPG,none,none,lat
06297.JPG,none,none,none
06298.JPG,none,none,croc
06299.JPG,none,none,none
06300.JPG,none,none,none
06301.JPG,lat,none,none
06302.JPG,diag,none,none
06303.JPG,lat,none,long
06304.JPG,none,none,none
06305.JPG,croc,croc,croc
06306.JPG,none,none,none
06307.JPG,long,long,long
06308.JPG,croc,croc,croc
06309.JPG,none,none,none
06310.JPG,none,none,none
06311.JPG,long,long,none
06312.JPG,diag,diag,diag
06313.JPG,diag,none,none
06314.JPG,none,none,none
06315.JPG,none,none,none
06316.JPG,RAIl,croc,croc
06317.JPG,none,none,none
06318.JPG,none,none,none
06319.JPG,none,croc,croc
06320.JPG,none,none,none
06321.JPG,long,none,none
06322.JPG,none,none,none
06323.JPG,long,long,long
06324.JPG,none,none,none
06325.JPG,long,long,long
06326.JPG,none,none,none
06327.JPG,none,none,none
06328.JPG,none,none,none
06329.JPG,croc,croc,croc
06330.JPG,none,none,none
06331.JPG,none,none,none
06332.JPG,none,none,none
06333.JPG,none,none,none
06334.JPG,none,none,none
06335.JPG,none,none,none
06336.JPG,none,none,none
06337.JPG,none,none,none
06338.JPG,none,none,none
06339.JPG,none,none,none
06340.JPG,none,none,none
06341.JPG,none,none,none
06342.JPG,none,none,none
06343.JPG,diag,croc,croc
06344.JPG,none,none,none
06345.JPG,none,none,none
06346.JPG,none,none,none
06347.JPG,none,none,none
06348.JPG,none,none,none
06349.JPG,none,long,long
06350.JPG,long,croc,long
06351.JPG,long,long,long
06352.JPG,none,none,none
06353.JPG,none,none,none
06354.JPG,none,none,none
06355.JPG,croc,croc,croc
06356.JPG,none,none,none
06357.JPG,croc,none,croc
06358.JPG,none,none,none
06359.JPG,none,none,none
06360.JPG,none,none,none
06361.JPG,none,none,none
06362.JPG,croc,long,croc
06363.JPG,croc,croc,croc
06364.JPG,long,long,long
06365.JPG,none,none,none
06366.JPG,none,none,none
06367.JPG,none,none,none
06368.JPG,long,none,diag
06369.JPG,none,none,none
06370.JPG,none,none,none
06371.JPG,none,none,none
06372.JPG,none,none,none
06373.JPG,none,none,none
06374.JPG,none,none,none
06375.JPG,none,none,none
06376.JPG,none,none,none
06377.JPG,none,none,none
06378.JPG,none,none,none
06379.JPG,none,none,none
06380.JPG,long,none,none
06381.JPG,long,none,none
06382.JPG,none,none,none
06383.JPG,none,none,none
06384.JPG,none,none,none
06385.JPG,none,none,none
06386.JPG,none,none,none
06387.JPG,none,none,none
06388.JPG,none,none,long
06389.JPG,none,croc,none
06390.JPG,long,none,none
06391.JPG,croc,none,croc
06392.JPG,none,none,none
06393.JPG,none,none,none
06394.JPG,croc,none,none
06395.JPG,none,none,none
06396.JPG,none,croc,croc
06397.JPG,none,none,none
06398.JPG,none,none,none
06399.JPG,none,none,none
06400.JPG,none,none,none
06401.JPG,none,none,none
06402.JPG,none,none,none
06403.JPG,none,none,none
06404.JPG,none,none,none
06405.JPG,none,none,none
06406.JPG,none,none,none
06407.JPG,none,none,none
06408.JPG,none,none,none
06409.JPG,none,none,none
06410.JPG,croc,croc,none
06411.JPG,croc,croc,croc
06412.JPG,none,none,croc
06413.JPG,none,none,none
06414.JPG,none,none,none
06415.JPG,none,none,none
06416.JPG,lat,none,none
06417.JPG,none,none,none
06418.JPG,none,none,none
06419.JPG,none,none,none
06420.JPG,none,none,none
06421.JPG,none,none,none
06422.JPG,none,none,none
06423.JPG,none,none,none
06424.JPG,none,none,none
06425.JPG,none,none,none
06426.JPG,none,none,none
06427.JPG,long,long,long
06428.JPG,none,long,none
06429.JPG,none,none,none
06430.JPG,none,none,none
06431.JPG,croc,croc,croc
06432.JPG,none,croc,croc
06433.JPG,none,none,none
06434.JPG,none,none,none
06435.JPG,none,none,none
06436.JPG,none,none,none
06437.JPG,none,none,none
06438.JPG,none,none,none
06439.JPG,none,long,long
06440.JPG,none,croc,none
06441.JPG,none,none,none
06442.JPG,none,none,none
06443.JPG,none,none,none
06444.JPG,none,none,none
06445.JPG,long,long,long
06446.JPG,croc,none,none
06447.JPG,none,none,none
06448.JPG,none,none,none
06449.JPG,none,none,none
06450.JPG,croc,croc,croc
06451.JPG,none,none,none
06452.JPG,none,none,none
06453.JPG,none,none,none
06454.JPG,none,none,none
06455.JPG,none,none,none
06456.JPG,none,none,none
06457.JPG,none,none,none
06458.JPG,none,long,none
06459.JPG,none,none,long
06460.JPG,none,none,croc
06461.JPG,none,none,none
06462.JPG,none,diag,none
06463.JPG,none,none,none
06464.JPG,none,lat,none
06465.JPG,none,none,none
06466.JPG,none,none,none
06467.JPG,none,none,none
06468.JPG,none,none,none
06469.JPG,none,none,none
06470.JPG,none,none,none
06471.JPG,none,none,none
06472.JPG,lat,none,none
06473.JPG,none,none,none
06474.JPG,lat,none,none
06475.JPG,none,none,none
06476.JPG,none,none,none
06477.JPG,none,none,none
06478.JPG,long,none,croc
06479.JPG,lat,none,none
06480.JPG,lat,none,none
06481.JPG,croc,none,none
06482.JPG,none,none,none
06483.JPG,none,none,none
06484.JPG,none,none,none
06485.JPG,none,none,croc
06486.JPG,none,none,none
06487.JPG,none,none,none
06488.JPG,none,none,none
06489.JPG,none,none,none
06490.JPG,none,none,none
06491.JPG,none,long,diag
06492.JPG,croc,lat,croc
06493.JPG,none,none,none
06494.JPG,none,none,none
06495.JPG,none,none,none
06496.JPG,none,none,none
06497.JPG,none,none,none
06498.JPG,none,none,none
06499.JPG,long,long,lat
06500.JPG,none,none,none
