image_name,crack_1,crack_2,crack_3
00093.JPG,none,none,none
00094.JPG,diag,none,none
00095.JPG,none,none,none
00096.JPG,none,none,none
00097.JPG,none,none,none
00098.JPG,none,none,none
00099.JPG,none,none,none
00100.JPG,none,none,none
00101.JPG,none,none,none
00102.JPG,none,none,none
00103.JPG,none,long,long
00104.JPG,none,none,none
00105.JPG,none,none,long
00106.JPG,none,none,none
00107.JPG,none,none,none
00108.JPG,none,none,none
00109.JPG,none,none,none
00110.JPG,none,none,none
00111.JPG,none,none,lat
00112.JPG,none,none,none
00113.JPG,none,none,none
00114.JPG,none,none,none
00115.JPG,none,none,none
00116.JPG,none,none,none
00117.JPG,none,none,none
00118.JPG,none,none,none
00119.JPG,none,none,none
00120.JPG,none,none,none
00121.JPG,none,none,none
00122.JPG,none,none,none
00123.JPG,none,none,none
00124.JPG,none,none,none
00125.JPG,none,none,none
00126.JPG,none,none,none
00127.JPG,long,long,long
00128.JPG,croc,none,none
00129.JPG,none,none,none
00130.JPG,none,none,none
00131.JPG,none,none,none
00132.JPG,none,none,none
00133.JPG,none,none,none
00134.JPG,lat,none,none
00135.JPG,none,none,none
00136.JPG,none,none,none
00137.JPG,none,none,none
00138.JPG,none,none,none
00139.JPG,none,none,none
00140.JPG,none,none,none
00141.JPG,none,none,none
00142.JPG,none,none,none
00143.JPG,none,none,none
00144.JPG,none,none,none
00145.JPG,none,none,none
00146.JPG,none,none,none
00147.JPG,none,none,none
00148.JPG,none,none,none
00149.JPG,none,none,long
00150.JPG,none,croc,croc
00151.JPG,none,none,none
00152.JPG,long,none,none
00153.JPG,none,none,none
00154.JPG,none,none,none
00155.JPG,none,none,none
00156.JPG,none,none,none
00157.JPG,none,none,none
00158.JPG,none,none,none
00159.JPG,none,none,none
00160.JPG,none,none,none
00161.JPG,none,croc,croc
00162.JPG,none,none,none
00163.JPG,none,none,none
00164.JPG,none,none,none
00165.JPG,none,none,none
00166.JPG,none,none,none
00167.JPG,none,none,none
00168.JPG,none,none,none
00169.JPG,none,none,none
00170.JPG,none,none,none
00171.JPG,none,none,none
00172.JPG,none,none,none
00173.JPG,none,none,none
00174.JPG,none,none,none
00175.JPG,none,none,none
00176.JPG,none,none,none
00177.JPG,none,none,none
00178.JPG,none,none,none
00179.JPG,none,none,none
00180.JPG,none,none,none
00181.JPG,long,none,none
00182.JPG,none,none,none
00183.JPG,none,none,none
00184.JPG,none,none,none
00185.JPG,none,none,none
00186.JPG,none,none,none
00187.JPG,none,none,none
00188.JPG,none,none,none
00189.JPG,none,none,none
00190.JPG,none,none,none
00191.JPG,none,none,none
00192.JPG,none,none,none
00193.JPG,none,none,none
00194.JPG,none,none,none
00195.JPG,none,none,none
00196.JPG,none,none,long
00197.JPG,long,none,none
00198.JPG,none,none,none
00199.JPG,none,none,none
00200.JPG,none,none,none
00201.JPG,none,none,none
00202.JPG,none,none,none
00203.JPG,none,none,none
00204.JPG,none,lat,none
00205.JPG,none,long,long
00206.JPG,none,none,none
00207.JPG,none,none,none
00208.JPG,none,none,none
00209.JPG,none,none,none
00210.JPG,long,none,none
00211.JPG,none,none,none
00212.JPG,none,none,none
00213.JPG,none,none,none
00214.JPG,none,none,none
00215.JPG,none,none,none
00216.JPG,none,none,none
00217.JPG,none,none,none
00218.JPG,none,none,none
00219.JPG,none,none,none
00220.JPG,none,none,none
00221.JPG,none,none,none
00222.JPG,none,long,diag
00223.JPG,none,none,none
00224.JPG,none,none,none
00225.JPG,none,none,none
00226.JPG,none,none,none
00227.JPG,none,none,none
00228.JPG,none,none,none
00229.JPG,none,none,none
00230.JPG,none,none,none
00231.JPG,croc,none,none
00232.JPG,none,none,none
00233.JPG,none,none,none
00234.JPG,none,none,none
00235.JPG,none,none,none
00236.JPG,none,none,none
00237.JPG,none,none,lat
00238.JPG,none,none,none
00239.JPG,none,none,none
00240.JPG,long,none,none
00241.JPG,croc,diag,none
00242.JPG,none,none,none
00243.JPG,none,none,none
00244.JPG,none,none,none
00245.JPG,none,none,none
00246.JPG,none,none,none
00247.JPG,none,none,none
00248.JPG,none,none,none
00249.JPG,none,long,none
00250.JPG,diag,long,long
00251.JPG,none,none,none
00252.JPG,none,none,none
00253.JPG,none,croc,none
00254.JPG,none,diag,none
00255.JPG,none,none,none
00256.JPG,long,long,none
00257.JPG,none,none,none
00258.JPG,none,none,none
00259.JPG,none,none,none
00260.JPG,none,none,none
00261.JPG,none,none,none
00262.JPG,none,none,none
00263.JPG,none,none,none
00264.JPG,none,none,none
00265.JPG,none,none,none
00266.JPG,lat,none,lat
00267.JPG,none,none,none
00268.JPG,none,none,none
00269.JPG,none,none,none
00270.JPG,none,none,none
00271.JPG,none,lat,none
00272.JPG,none,none,none
00273.JPG,none,none,none
00274.JPG,none,none,none
00275.JPG,none,none,none
00276.JPG,none,none,none
00277.JPG,none,none,none
00278.JPG,none,none,none
00279.JPG,none,none,none
00280.JPG,none,none,none
00281.JPG,none,none,none
00282.JPG,none,none,none
00283.JPG,none,none,none
00284.JPG,none,none,none
00285.JPG,none,none,none
00286.JPG,none,none,none
00287.JPG,none,none,none
00288.JPG,none,none,none
00289.JPG,croc,croc,croc
00290.JPG,none,none,none
00291.JPG,none,none,none
00292.JPG,none,none,none
00293.JPG,none,none,none
00294.JPG,none,none,none
00295.JPG,croc,long,none
00296.JPG,none,none,none
00297.JPG,none,none,none
00298.JPG,none,none,none
00299.JPG,none,none,none
00300.JPG,none,none,none
00301.JPG,none,none,none
00302.JPG,none,none,none
00303.JPG,none,none,none
00304.JPG,none,none,none
00305.JPG,none,none,none
00306.JPG,none,none,none
00307.JPG,none,none,none
00308.JPG,none,none,none
00309.JPG,none,none,none
00310.JPG,none,none,none
00311.JPG,none,none,none
00312.JPG,croc,croc,croc
00313.JPG,none,none,none
00314.JPG,none,none,none
00315.JPG,none,none,none
00316.JPG,none,none,none
00317.JPG,none,none,none
00318.JPG,long,long,croc
00319.JPG,none,none,none
00320.JPG,none,none,none
00321.JPG,none,none,none
00322.JPG,none,none,none
00323.JPG,none,none,none
00324.JPG,none,none,none
00325.JPG,diag,none,none
00326.JPG,none,none,none
00327.JPG,none,none,none
00328.JPG,long,long,long
00329.JPG,croc,croc,croc
00330.JPG,none,none,none
00331.JPG,none,none,none
00332.JPG,none,none,none
00333.JPG,none,none,none
00334.JPG,none,none,croc
00335.JPG,none,none,none
00336.JPG,none,none,none
00337.JPG,none,none,none
00338.JPG,none,croc,croc
00339.JPG,none,none,none
00340.JPG,none,none,none
00341.JPG,none,none,none
00342.JPG,none,none,none
00343.JPG,none,none,none
00344.JPG,none,none,none
00345.JPG,lat,croc,none
00346.JPG,none,none,none
00347.JPG,none,none,none
00348.JPG,none,none,none
00349.JPG,none,none,none
00350.JPG,none,none,none
00351.JPG,none,none,none
00352.JPG,none,none,none
00353.JPG,none,none,none
00354.JPG,croc,none,none
00355.JPG,none,none,none
00356.JPG,none,none,none
00357.JPG,none,none,none
00358.JPG,none,none,none
00359.JPG,none,none,none
00360.JPG,none,none,none
00361.JPG,none,none,none
00362.JPG,none,none,none
00363.JPG,none,none,none
00364.JPG,none,none,none
00365.JPG,none,none,none
00366.JPG,none,none,none
00367.JPG,none,none,none
00368.JPG,none,none,none
00369.JPG,none,none,none
00370.JPG,long,none,none
00371.JPG,none,none,none
00372.JPG,none,none,none
00373.JPG,none,lat,none
00374.JPG,long,long,none
00375.JPG,none,none,none
00376.JPG,long,none,none
00377.JPG,none,none,none
00378.JPG,none,none,none
00379.JPG,long,croc,croc
00380.JPG,none,long,long
00381.JPG,none,none,none
00382.JPG,none,none,none
00383.JPG,none,none,none
00384.JPG,none,none,none
00385.JPG,none,none,none
00386.JPG,none,none,none
00387.JPG,none,none,none
00388.JPG,none,none,none
00389.JPG,none,none,none
00390.JPG,none,none,none
00391.JPG,lat,none,none
00392.JPG,none,none,none
00393.JPG,none,none,none
00394.JPG,none,none,none
00395.JPG,none,none,none
00396.JPG,none,none,none
00397.JPG,none,none,none
00398.JPG,none,none,none
00399.JPG,none,none,none
00400.JPG,none,none,none
00401.JPG,none,none,none
00402.JPG,none,none,none
00403.JPG,none,none,none
00404.JPG,none,none,none
00405.JPG,none,diag,long
00406.JPG,none,none,none
00407.JPG,none,none,none
00408.JPG,none,none,none
00409.JPG,none,none,none
00410.JPG,none,none,none
00411.JPG,none,none,none
00412.JPG,none,none,none
00413.JPG,none,none,none
00414.JPG,none,none,none
00415.JPG,long,long,none
00416.JPG,none,none,lat
00417.JPG,none,none,none
00418.JPG,none,none,none
00419.JPG,croc,croc,none
00420.JPG,none,none,none
00421.JPG,none,none,none
00422.JPG,none,none,none
00423.JPG,none,none,none
00424.JPG,none,none,none
00425.JPG,none,none,none
00426.JPG,none,none,none
00427.JPG,none,none,none
00428.JPG,none,none,none
00429.JPG,none,none,none
00430.JPG,none,none,none
00431.JPG,long,none,none
00432.JPG,none,none,none
00433.JPG,none,none,none
00434.JPG,none,none,none
00435.JPG,none,none,none
00436.JPG,none,none,none
00437.JPG,none,none,none
00438.JPG,none,none,none
00439.JPG,none,none,none
00440.JPG,none,none,none
00441.JPG,none,none,none
00442.JPG,none,none,none
00443.JPG,none,long,long
00444.JPG,none,none,none
00445.JPG,none,none,none
00446.JPG,none,none,none
00447.JPG,none,none,none
00448.JPG,none,none,none
00449.JPG,none,none,none
00450.JPG,none,none,none
00451.JPG,none,none,none
00452.JPG,none,none,none
00453.JPG,none,none,none
00454.JPG,none,none,none
00455.JPG,none,none,none
00456.JPG,none,none,lat
00457.JPG,none,none,none
00458.JPG,none,none,none
00459.JPG,none,none,none
00460.JPG,none,none,none
00461.JPG,none,none,none
00462.JPG,none,none,none
00463.JPG,none,none,none
00464.JPG,none,none,none
00465.JPG,none,none,none
00466.JPG,none,none,diag
00467.JPG,none,none,none
00468.JPG,none,croc,long
00469.JPG,none,none,none
00470.JPG,none,none,none
00471.JPG,none,none,none
00472.JPG,none,none,none
00473.JPG,none,none,none
00474.JPG,none,none,none
00475.JPG,none,none,none
00476.JPG,none,none,none
00477.JPG,none,none,none
00478.JPG,none,none,none
00479.JPG,long,none,none
00480.JPG,none,none,none
00481.JPG,none,none,none
00482.JPG,long,long,long
00483.JPG,none,none,long
00484.JPG,none,none,none
00485.JPG,none,none,none
00486.JPG,none,none,none
00487.JPG,none,none,none
00488.JPG,none,none,none
00489.JPG,none,none,none
00490.JPG,none,none,none
00491.JPG,none,none,none
00492.JPG,long,long,none
00493.JPG,none,long,long
00494.JPG,none,none,none
00495.JPG,none,none,none
00496.JPG,none,none,none
00497.JPG,none,none,none
00498.JPG,none,none,none
00499.JPG,none,none,none
00500.JPG,none,none,long
00501.JPG,none,none,none
00502.JPG,none,none,none
00503.JPG,none,none,none
00504.JPG,none,none,none
00505.JPG,long,none,none
00506.JPG,none,none,none
00507.JPG,none,none,none
00508.JPG,none,none,none
00509.JPG,none,none,none
00510.JPG,none,none,none
00511.JPG,none,none,none
00512.JPG,none,none,none
00513.JPG,none,none,none
00514.JPG,none,none,none
00515.JPG,none,none,none
00516.JPG,none,none,none
00517.JPG,none,none,none
00518.JPG,none,none,none
00519.JPG,none,none,none
00520.JPG,none,none,none
00521.JPG,none,none,none
00522.JPG,none,none,none
00523.JPG,none,none,none
00524.JPG,none,none,none
00525.JPG,lat,lat,long
00526.JPG,none,none,none
00527.JPG,none,none,none
00528.JPG,none,none,none
00529.JPG,none,none,none
00530.JPG,none,none,none
00531.JPG,none,none,none
00532.JPG,none,none,none
00533.JPG,none,none,none
00534.JPG,none,long,long
00535.JPG,none,none,none
00536.JPG,none,none,none
00537.JPG,none,none,none
00538.JPG,none,none,none
00539.JPG,long,long,long
00540.JPG,none,long,long
00541.JPG,none,none,none
00542.JPG,none,none,none
00543.JPG,none,none,none
00544.JPG,none,none,none
00545.JPG,none,none,none
00546.JPG,none,none,none
00547.JPG,none,none,none
00548.JPG,none,none,none
00549.JPG,long,lat,long
00550.JPG,long,none,none
00551.JPG,none,none,none
00552.JPG,none,none,none
00553.JPG,none,none,none
00554.JPG,none,long,long
00555.JPG,none,none,none
00556.JPG,none,none,none
00557.JPG,none,none,none
00558.JPG,none,none,none
00559.JPG,none,none,none
00560.JPG,none,none,none
00561.JPG,long,long,long
00562.JPG,long,long,lat
00563.JPG,none,none,none
00564.JPG,none,none,none
00565.JPG,none,none,none
00566.JPG,none,none,none
00567.JPG,none,none,none
00568.JPG,none,none,none
00569.JPG,none,none,none
00570.JPG,none,none,none
00571.JPG,none,none,none
00572.JPG,none,none,none
00573.JPG,none,none,none
00574.JPG,long,none,none
00575.JPG,long,none,none
00576.JPG,none,none,none
00577.JPG,none,none,none
00578.JPG,none,none,none
00579.JPG,none,none,none
00580.JPG,long,none,none
00581.JPG,none,none,none
00582.JPG,none,long,none
00583.JPG,none,none,none
00584.JPG,none,none,none
00585.JPG,none,none,none
00586.JPG,none,none,none
00587.JPG,none,none,none
00588.JPG,none,none,none
00589.JPG,none,none,none
00590.JPG,none,none,none
00591.JPG,none,none,none
00592.JPG,none,lat,long
00593.JPG,none,none,none
00594.JPG,none,none,none
00595.JPG,none,none,none
00596.JPG,long,none,none
00597.JPG,croc,long,long
00598.JPG,none,none,none
00599.JPG,none,none,none
00600.JPG,none,none,none
00601.JPG,none,none,none
00602.JPG,none,none,none
00603.JPG,none,none,none
00604.JPG,none,none,none
00605.JPG,none,none,long
00606.JPG,none,none,none
00607.JPG,none,none,none
00608.JPG,none,none,none
00609.JPG,none,none,none
00610.JPG,none,none,none
00611.JPG,long,none,none
00612.JPG,long,long,long
00613.JPG,long,long,none
00614.JPG,none,none,none
00615.JPG,none,none,none
00616.JPG,none,none,none
00617.JPG,long,long,none
00618.JPG,long,long,long
00619.JPG,none,none,none
00620.JPG,none,none,none
00621.JPG,none,none,none
00622.JPG,none,none,none
00623.JPG,none,none,none
00624.JPG,none,none,none
00625.JPG,long,long,long
00626.JPG,long,long,long
00627.JPG,none,none,none
00628.JPG,none,none,none
00629.JPG,none,none,none
00630.JPG,none,none,none
00631.JPG,none,none,none
00632.JPG,none,none,none
00633.JPG,none,none,none
00634.JPG,none,none,none
00635.JPG,none,none,none
00636.JPG,none,none,none
00637.JPG,none,none,none
00638.JPG,none,none,none
00639.JPG,none,none,none
00640.JPG,none,none,none
00641.JPG,none,none,none
00642.JPG,none,none,none
00643.JPG,none,none,none
00644.JPG,none,none,none
00645.JPG,none,none,none
00646.JPG,none,none,none
00647.JPG,none,none,none
00648.JPG,none,none,none
00649.JPG,none,none,none
00650.JPG,none,none,none
00651.JPG,lat,none,lat
00652.JPG,none,none,none
00653.JPG,none,none,none
00654.JPG,none,none,none
00655.JPG,none,none,none
00656.JPG,none,none,long
00657.JPG,none,none,none
00658.JPG,none,none,none
00659.JPG,none,none,none
00660.JPG,none,none,none
00661.JPG,none,none,none
00662.JPG,none,none,none
00663.JPG,none,none,none
00664.JPG,long,long,none
00665.JPG,none,none,none
00666.JPG,none,none,none
00667.JPG,none,none,none
00668.JPG,none,none,none
00669.JPG,none,none,none
00670.JPG,none,none,none
00671.JPG,none,none,none
00672.JPG,none,none,none
00673.JPG,none,none,none
00674.JPG,none,none,none
00675.JPG,none,none,long
00676.JPG,none,none,none
00677.JPG,none,none,none
00678.JPG,none,none,none
00679.JPG,none,none,none
00680.JPG,none,none,none
00681.JPG,none,none,none
00682.JPG,none,none,none
00683.JPG,none,long,long
00684.JPG,none,none,none
00685.JPG,none,none,none
00686.JPG,none,none,none
00687.JPG,none,none,none
00688.JPG,none,none,none
00689.JPG,none,none,none
00690.JPG,none,none,none
00691.JPG,none,none,none
00692.JPG,none,none,none
00693.JPG,none,none,none
00694.JPG,none,none,none
00695.JPG,none,none,none
00696.JPG,long,none,none
00697.JPG,none,none,none
00698.JPG,none,none,none
00699.JPG,none,none,none
00700.JPG,none,none,none
00701.JPG,none,none,none
00702.JPG,none,none,none
00703.JPG,long,long,long
00704.JPG,none,none,none
00705.JPG,none,long,none
00706.JPG,none,none,none
00707.JPG,long,long,long
00708.JPG,croc,croc,none
00709.JPG,none,none,none
00710.JPG,none,none,none
00711.JPG,long,long,none
00712.JPG,none,none,none
00713.JPG,croc,croc,lat
00714.JPG,none,none,none
00715.JPG,none,none,none
00716.JPG,long,none,long
00717.JPG,none,none,croc
00718.JPG,none,long,none
00719.JPG,lat,none,none
00720.JPG,none,diag,long
00721.JPG,long,none,none
00722.JPG,none,none,none
00723.JPG,none,croc,croc
00724.JPG,none,none,none
00725.JPG,croc,croc,croc
00726.JPG,croc,croc,none
00727.JPG,croc,croc,croc
00728.JPG,long,long,long
00729.JPG,croc,none,none
00730.JPG,none,none,none
00731.JPG,long,none,lat
00732.JPG,none,none,lat
00733.JPG,croc,lat,long
00734.JPG,none,none,none
00735.JPG,none,none,none
00736.JPG,long,long,none
00737.JPG,none,none,none
00738.JPG,none,none,none
00739.JPG,none,none,none
00740.JPG,none,none,none
00741.JPG,none,none,none
00742.JPG,none,none,none
00743.JPG,none,none,none
00744.JPG,long,lat,lat
00745.JPG,diag,lat,lat
00746.JPG,none,none,none
00747.JPG,none,none,none
00748.JPG,none,none,none
00749.JPG,long,none,none
00750.JPG,none,none,none
00751.JPG,none,none,none
00752.JPG,none,none,none
00753.JPG,none,none,none
00754.JPG,croc,croc,none
00755.JPG,none,none,none
00756.JPG,none,none,none
00757.JPG,long,none,long
00758.JPG,none,none,none
00759.JPG,none,croc,croc
00760.JPG,none,none,none
00761.JPG,none,none,none
00762.JPG,none,none,none
00763.JPG,none,none,none
00764.JPG,lat,lat,none
00765.JPG,none,none,none
00766.JPG,none,none,lat
00767.JPG,lat,lat,lat
00768.JPG,lat,none,long
00769.JPG,none,none,none
00770.JPG,none,none,none
00771.JPG,none,none,none
00772.JPG,none,lat,lat
00773.JPG,none,none,none
00774.JPG,long,none,lat
00775.JPG,none,lat,long
00776.JPG,none,none,none
00777.JPG,none,none,none
00778.JPG,lat,lat,diag
00779.JPG,none,none,none
00780.JPG,none,none,none
00781.JPG,none,none,none
00782.JPG,long,long,long
00783.JPG,none,none,none
00784.JPG,diag,none,none
00785.JPG,none,none,none
00786.JPG,lat,lat,diag
00787.JPG,none,none,lat
00788.JPG,none,none,none
00789.JPG,long,long,none
00790.JPG,none,none,none
00791.JPG,none,none,none
00792.JPG,long,none,long
00793.JPG,none,none,none
00794.JPG,none,none,none
00795.JPG,none,none,none
00796.JPG,none,none,none
00797.JPG,none,none,none
00798.JPG,none,long,none
00799.JPG,none,none,none
00800.JPG,none,none,none
00801.JPG,none,none,none
00802.JPG,long,none,none
00803.JPG,none,none,none
00804.JPG,none,none,none
00805.JPG,none,none,none
00806.JPG,none,none,none
00807.JPG,none,none,none
00808.JPG,long,long,diag
00809.JPG,none,none,none
00810.JPG,none,none,none
00811.JPG,none,none,none
00812.JPG,none,none,none
00813.JPG,none,none,none
00814.JPG,none,none,none
00815.JPG,none,none,none
00816.JPG,none,none,none
00817.JPG,none,none,none
00818.JPG,long,long,diag
00819.JPG,none,none,none
00820.JPG,none,none,none
00821.JPG,none,none,none
00822.JPG,none,none,none
00823.JPG,none,none,none
00824.JPG,none,none,none
00825.JPG,none,none,none
00826.JPG,none,none,none
00827.JPG,none,none,none
00828.JPG,none,none,none
00829.JPG,none,none,none
00830.JPG,none,none,none
00831.JPG,none,none,none
00832.JPG,none,none,none
00833.JPG,none,none,none
00834.JPG,long,RAIl,long
00835.JPG,none,none,none
00836.JPG,none,lat,none
00837.JPG,none,none,none
00838.JPG,none,none,none
00839.JPG,none,none,none
00840.JPG,none,none,none
00841.JPG,none,none,none
00842.JPG,none,none,none
00843.JPG,none,none,none
00844.JPG,none,none,none
00845.JPG,none,none,none
00846.JPG,none,none,none
00847.JPG,none,none,none
00848.JPG,none,none,none
00849.JPG,none,none,none
00850.JPG,none,none,none
00851.JPG,none,none,none
00852.JPG,none,none,none
00853.JPG,none,none,none
00854.JPG,none,none,none
00855.JPG,none,none,none
00856.JPG,none,none,none
00857.JPG,none,none,none
00858.JPG,none,none,none
00859.JPG,none,none,none
00860.JPG,none,none,none
00861.JPG,none,none,none
00862.JPG,none,none,none
00863.JPG,lat,none,none
00864.JPG,none,none,none
00865.JPG,none,none,none
00866.JPG,none,none,none
00867.JPG,none,none,none
00868.JPG,none,none,none
00869.JPG,none,none,none
00870.JPG,none,none,none
00871.JPG,lat,none,none
00872.JPG,none,none,none
00873.JPG,none,none,none
00874.JPG,none,none,none
00875.JPG,none,none,none
00876.JPG,none,none,none
00877.JPG,none,none,none
00878.JPG,none,none,none
00879.JPG,none,none,none
00880.JPG,none,none,none
00881.JPG,none,none,none
00882.JPG,none,none,none
00883.JPG,none,none,lat
00884.JPG,none,none,diag
00885.JPG,none,none,none
00886.JPG,none,none,none
00887.JPG,none,none,none
00888.JPG,none,none,none
00889.JPG,none,none,none
00890.JPG,none,none,none
00891.JPG,none,none,none
00892.JPG,none,none,none
00893.JPG,none,none,none
00894.JPG,none,none,none
00895.JPG,none,none,none
00896.JPG,none,diag,none
00897.JPG,none,none,none
00898.JPG,none,none,none
00899.JPG,none,none,none
00900.JPG,none,none,none
00901.JPG,none,none,none
00902.JPG,none,none,none
00903.JPG,none,none,none
00904.JPG,none,none,none
00905.JPG,none,none,none
00906.JPG,none,none,none
00907.JPG,none,none,none
00908.JPG,none,none,none
00909.JPG,none,none,none
00910.JPG,none,none,none
00911.JPG,none,none,none
00912.JPG,none,none,none
00913.JPG,none,none,none
00914.JPG,none,none,none
00915.JPG,none,none,none
00916.JPG,none,none,none
00917.JPG,none,none,none
00918.JPG,none,none,none
00919.JPG,none,none,none
00920.JPG,none,none,none
00921.JPG,none,none,none
00922.JPG,none,none,none
00923.JPG,none,none,none
00924.JPG,none,none,none
00925.JPG,none,none,none
00926.JPG,none,none,none
00927.JPG,none,none,none
00928.JPG,none,none,none
00929.JPG,none,none,diag
00930.JPG,none,none,none
00931.JPG,none,none,none
00932.JPG,none,none,none
00933.JPG,none,none,none
00934.JPG,none,none,none
00935.JPG,none,none,none
00936.JPG,none,none,none
00937.JPG,none,none,none
00938.JPG,none,none,none
00939.JPG,none,none,long
00940.JPG,none,none,none
00941.JPG,none,none,none
00942.JPG,none,none,none
00943.JPG,none,none,none
00944.JPG,none,none,none
00945.JPG,none,none,none
00946.JPG,none,none,none
00947.JPG,lat,none,long
00948.JPG,none,none,none
00949.JPG,none,none,none
00950.JPG,none,none,none
00951.JPG,none,none,none
00952.JPG,none,none,none
00953.JPG,none,none,none
00954.JPG,none,none,none
00955.JPG,none,none,none
00956.JPG,none,none,none
00957.JPG,none,none,none
00958.JPG,none,long,long
00959.JPG,none,none,none
00960.JPG,none,none,long
00961.JPG,none,none,none
00962.JPG,none,none,none
00963.JPG,none,none,none
00964.JPG,none,long,none
00965.JPG,none,none,none
00966.JPG,none,none,none
00967.JPG,none,none,none
00968.JPG,none,none,none
00969.JPG,none,none,none
00970.JPG,none,none,none
00971.JPG,none,none,none
00972.JPG,none,none,none
00973.JPG,none,long,croc
00974.JPG,none,none,none
00975.JPG,none,none,none
00976.JPG,none,none,none
00977.JPG,none,lat,none
00978.JPG,none,none,none
00979.JPG,none,none,none
00980.JPG,long,none,none
00981.JPG,RAIl,RAIl,none
00982.JPG,croc,croc,croc
00983.JPG,none,none,none
00984.JPG,none,none,none
00985.JPG,none,none,none
00986.JPG,none,none,none
00987.JPG,none,none,none
00988.JPG,none,none,none
00989.JPG,none,none,none
00990.JPG,none,none,none
00991.JPG,none,none,none
00992.JPG,none,none,none
00993.JPG,none,none,none
00994.JPG,none,none,none
00995.JPG,lat,none,none
00996.JPG,croc,none,none
00997.JPG,none,none,none
00998.JPG,long,long,long
00999.JPG,lat,long,long
01000.JPG,none,none,none
01001.JPG,none,none,none
01002.JPG,lat,long,lat
01003.JPG,none,none,long
01004.JPG,RAIl,RAIl,RAIl
01005.JPG,none,none,none
01006.JPG,none,none,none
01007.JPG,none,none,none
01008.JPG,none,none,none
01009.JPG,none,none,none
01010.JPG,none,none,none
01011.JPG,none,none,diag
01012.JPG,none,none,none
01013.JPG,none,none,none
01014.JPG,none,none,none
01015.JPG,none,none,none
01016.JPG,none,croc,none
01017.JPG,none,none,none
01018.JPG,none,none,none
01019.JPG,lat,lat,none
01020.JPG,none,none,none
01021.JPG,long,croc,none
01022.JPG,none,none,none
01023.JPG,none,none,none
01024.JPG,none,none,lat
01025.JPG,lat,long,diag
01026.JPG,long,long,lat
01027.JPG,none,lat,long
01028.JPG,none,none,none
01029.JPG,none,none,none
01030.JPG,none,none,none
01031.JPG,none,none,none
01032.JPG,none,none,none
01033.JPG,none,none,none
01034.JPG,lat,none,none
01035.JPG,none,none,none
01036.JPG,none,none,none
01037.JPG,none,none,none
01038.JPG,none,none,none
01039.JPG,none,none,none
01040.JPG,none,long,long
01041.JPG,none,none,none
01042.JPG,none,none,none
01043.JPG,none,none,none
01044.JPG,none,none,none
01045.JPG,none,none,none
01046.JPG,none,none,none
01047.JPG,none,none,none
01048.JPG,none,none,none
01049.JPG,long,none,none
01050.JPG,none,none,none
01051.JPG,none,none,long
01052.JPG,none,none,none
01053.JPG,none,none,none
01054.JPG,none,none,none
01055.JPG,none,none,none
01056.JPG,none,none,none
01057.JPG,none,none,none
01058.JPG,none,none,none
01059.JPG,none,none,none
01060.JPG,none,long,long
